뉴스 식별자,본문
02100801.20200715093124004,"세종공업이 최근 한달 중 2일 동안 검색 상위 종목에 랭킹되었다. 
 
세종공업은 15일 오전 9시 30분 현재 전일보다 16.24% 오른 8230원에 거래되고 있다. 이는 지난 6월 22일 대비 78.52% 상승한 수준이다. 세종공업은 자동차 배기계 전문 제조업체로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 2만 3687주 순매도 했고, 외국.."
02100801.20200715093123001,"하림이 검색 상위 종목에 새롭게 등장했다. 
 
하림은 15일 오전 9시 30분 현재 전일보다 0.17% 내린 2970원에 거래되고 있다. 이는 지난 6월 18일 대비 5.51% 상승한 수준이다. 하림은 국내 1위의 닭고기 생산업체로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 12만 6670주 순매도 했고, 외국인과 기관은 각각 14만 7094.."
02100801.20200715093022001,"시노펙스가 최근 한달 중 7일 동안 검색 상위 종목에 랭킹되었다. 
 
시노펙스는 15일 오전 9시 30분 현재 전일보다 7.41% 내린 4435원에 거래되고 있다. 이는 지난 6월 19일 대비 58.39% 상승한 수준이다. 시노펙스는 터치스크린 및 휴대폰 부품 제조, 수처리 전문기업으로 알려져 있다. 
 
최근 5일 동안 개인 투자자들은 34만 441.."
01100201.20200715092855002,"팬젠은 중헌제약과 4억원 규모의 계약을 체결했다고 15일에 공시했다. 
 
이번 계약은 바이오시밀러 EPO(팬포틴) 제품 공급계약이고 계약기간은 2020년 07월 14일부터 2020년 12월 31일까지이다. 
 
계약규모는 4억원으로 최근 매출액인 28억원 대비 14.66% 수준이다. 
 
한편, 팬젠의 09시 27분 현재주가는 7,850원으로 직전 거.."
02100801.20200715084521002,"[아시아경제 영남취재본부 박동욱 기자] 대구시는 지난해 7월 지정된 '스마트웰니스 규제자유특구'에서 비식별화된 의료정보를 의료기기 개발과 의료서비스 등에 활용하는 '사물인터넷(IoT) 기반 웰니스 정보서비스 플랫폼 구축사업'을 15일부터 본격 착수한다. 
 
신종 코로나바이러스감염증(코로나19)으로 인해 당초 계획대로 실증 추진이 어려울 가능성도 있었으.."
01100201.20200715084318001,"썸에이지는 (주)네시삼십삼분 및 특별관계자의 지분율이 53.93%에서 47.58%로 변동했다고 15일 공시했다. 한편, 썸에이지는 장 시작 전에 해당 기업공시를 발표했으며 전날 종가가 768원이었다. 
 
 
 
공시 전문으로 이동 
 
 
 
* 주식등의 대량보유상황보고서는 특수관계인을 포함한 개인이나 법인이 상장회사 지분을 5%이상 보유하게 될 경우.."
02100101.20200715083016001,"전 종목에 대한 인공지능 매매신호를 제공하는 ‘라씨매매비서’가 안정적인 수익률을 기록 중이다. ‘라씨매매비서’는 약 120억개의 데이터를 학습하여 전종목 연평균 수익률 18.5%, 1회 최고 수익률 357.2%를 기록한 인공지능 매매신호 서비스이다. 
실시간 매수 매도 시그널을 제공 중인 ‘라씨매매비서’는 최근 에이텍, 소프트캠프, 한국경제TV 등에 매.."
08100101.20200715080910002,"[앵커]

 문재인 대통령이 어제 국민보고대회를 통해 한국판 뉴딜의 구상과 계획을 발표했습니다.

 문 대통령은 대한민국 대전환 선언이라며, '디지털뉴딜과' 그린뉴딜'을 양대 축으로 2025년까지 160조를 투입하겠다고 밝혔습니다.

 우수경 기자의 보도입니다.

 [리포트]

 문재인 대통령은 대한민국을 근본적으로 바꾸겠다는 강력한 의지를 보였습니다..."
01100201.20200715075547001,"한국거래소는 코스닥 상장기업인 스킨앤스킨에 대해 7월 15일부터 조회결과 공시후 30분 경과시점까지 보통주에 대한 주권매매 거래정지를 조치한다고 15일 공시했다. 
 
이번 주권매매 거래정지 사유는 투자자 보호이다. 
 
한편, 스킨앤스킨은 장 시작 전에 해당 기업공시를 발표했으며 전날 종가가 263원이었다. 
 
공시 전문으로 이동 
 
스톡봇 기자 .."
01100201.20200715075030001,"거래소는 15일 스킨앤스킨에 현 임직원에 대한 횡령 및 배임혐의 고발장 접수설의 사실여부 및 구체적인 내용에 대한 조회공시를 요구했다. 답변은 다음날 오후 6시까지다. 
 
한편, 스킨앤스킨은 장 시작 전에 해당 기업공시를 발표했으며 전날 종가가 263원이었다. 
 
공시 전문으로 이동 
 
스톡봇 기자 
 
※ 이 기사는 국민일보와 엠로보가 개발한 증.."
08100201.20200715073649001,"◀ 앵커 ▶

한국형 뉴딜은 2025년까지 160조 원을 투자해 일자리 190만 개를 만든다는 계획인데요.

구체적으로 어떤 산업을 말하는지, 김민찬 기자가 알려드립니다.

◀ 리포트 ▶

서울 노원구의 한 아파트 단지.

외벽의 태양광 전지판이 만들어내는 에너지를 이용해, 121세대 냉난방은 물론, 더운물과 환기, 조명 등을 모두 해결합니다.

[유미.."
02100851.20200715070057001,"문재인 대통령이 14일 청와대 영빈관에서 열린 '한국판 뉴딜 국민보고대회'에서 발언하고 있다. [사진=연합뉴스] 
 
 
 
◆문재인 대통령, ‘한국판 뉴딜’ 발표 
 
14일 청와대에서 열린 국민보고대회에서 문재인 대통령이 “한국판 뉴딜은 선도국가로 도약하는 대한민국 대전환 선언”이라고 밝혔다. 
 
한국판 뉴딜은 ‘디지털 뉴딜’과 ‘그린 뉴딜’을 두.."
08100101.20200715064145001,"[앵커]

 앞서 보신 것처럼 한국형 뉴딜의 두 축은 디지털 뉴딜과 그린 뉴딜이죠.

 말만 들어선 좀 추상적일 수 있는데요.

 구체적으로 어떤 걸까요?

 오현태 기자가 자세히 설명해드립니다.

 [리포트]

 '공적 마스크' 도입 후에도 마스크를 찾아 떠돌던 시민들.

 이런 불편함을 없앤 건 약국의 마스크 재고량을 알려주는 앱이었습니다.

 정부.."
08100101.20200715062205001,"[앵커]

 문재인 대통령이 어제 국민보고대회를 통해 한국판 뉴딜의 구상과 계획을 발표했습니다.

 문 대통령은 대한민국 대전환 선언이라며, '디지털뉴딜과' 그린뉴딜'을 양대 축으로 2025년까지 160조를 투입하겠다고 밝혔습니다.

 우수경 기자의 보도입니다.

 [리포트]

 문재인 대통령은 대한민국을 근본적으로 바꾸겠다는 강력한 의지를 보였습니다..."
01100201.20200715053145001,"7월 15일 수요일, 아침 날씨입니다. 
 
아침 최저기온은 서울 18도, 인천 18도, 수원 18도, 춘천 17도, 강릉 18도, 청주 18도, 대전 19도, 전주 19도, 광주 19도, 대구 18도, 부산 19도, 제주 20도로 예상됩니다. 
 
낮 최고기온은 서울 28도, 인천 27도, 수원 27도, 춘천 29도, 강릉 24도, 청주 25도, 대전.."
02100201.20200715043126001,[머니투데이 김지산 기자] [편집자주] 세상을 코로나 이전/이후(Before Corona/After Corona)로 구분하는 건 하나의 아이디어가 아니라 통념이 됐다. 이른바 AC 시대에 글로벌 밸류체인이 위협받으면서 ‘언택트’가 대세가 됐다. 금융 역시 이런 흐름에서 벗어날 수 없다. 대면 위주의 영업방식은 빠르게 비대면으로 대체되고 있다. 글로벌 시..
02100101.20200715040326001,"무더운 여름이 찾아왔지만 2020년 교육계는 아직도 봄조차 오지 않았다. '너희가 와야 학교는 봄날'이라는 문구가 유행했지만 코로나19로 개학은 연기됐고 입학식과 운동회, 체험학습, 수학여행이 폐지됐다. 이제 온라인 개학, 사회적 거리 두기, 코로나 블루, 긴급돌봄, 방역 책임관 등의 신조어가 낯익은 용어가 됐다. 코로나19는 학교 기능과 역할, 미래 .."
01100801.20200715031520001,"세계 각국이 5G(5세대 이동통신)망 설치를 본격화하는 가운데, 삼성전자가 6G(6세대) 시대 개막을 위한 기술 개발에 나섰다. 
 
삼성전자는 14일 차세대 통신인 6G 기술 비전을 담은 '6G 백서'를 공개했다. 모든 사용자에게 '새로운 차원의 초연결 경험'을 제공한다는 비전을 제시한 것이다. 6G 시대는 지금보다 월등히 빠른 통신 네트워크 속도를 .."
01100701.20200715030152001,"인공지능 기반의 채용정보 시스템을 마련하기 위한 협약식. 경기도교육청 제공 경기도교육청이 인공지능(AI) 기반의 채용정보 시스템 마련을 위해 민간기업과 협력하기로 했다. 
 
 경기도교육청은 14일 성남시 ㈜마이다스아이티 9층 컨퍼런스룸에서 이재정 교육감과 이형우 대표이사 등 관계자 20여명이 참석한 가운데 이 같은 내용의 협약을 맺었다고 밝혔다. 
 .."
01300201.20200715024229001,"지금 전 세계는 코로나19 사태로 '접촉=감염'이라는 인식이 퍼지면서 언택트 방식의 소비가 필수로 여겨지고 있다. 비접촉 온라인 배달 방식, 비대면 방식의 소비는 디지털기기 사용에 익숙한 2030세대를 중심으로 급속도로 바뀌어 가고 있다. 언택트(Untact)는 콘택트(Contact 접촉)에 언(Un)이 붙어 '접촉하지 않는다'는 용어로 온라인 마케팅에.."
01500301.20200715012926001,"울산정보산업진흥원(원장 장광수)은 DNA(Data, Network, AI)분야 우수인재 양성을 위해 오는 31일까지 인공지능 전문인력 양성과정 교육생을 모집한다고 14일 밝혔다. 

과학기술정보통신부의 '지역거점 인공지능 교육 운영사업'의 일환으로 진행되는 이번 교육은 재직자와 예비 창ㆍ취업자, 대학생 등 누구나 지원 가능하다. 

울산정보산업진흥원은 .."
01400701.20200715010053002,"[충청투데이 전민영 기자] 대전시는 ‘지능형 도시재생정책 지원시스템’ 구축 사업 착수보고회를 개최했다고 14일 밝혔다. 

지능형 도시재생정책 지원시스템은 4차산업혁명 핵심기술인 빅데이터를 활용해 맞춤형 정책을 개발하고 시민 서비스를 개선하기 위한 시스템이다. 

이 시스템은 도시 현 상황을 대표할 수 있는 인구, 주거환경, 생활안전 등 주제별 6개 영.."
01400701.20200715010049004,"[충청투데이 김희도 기자] 충북교육도서관이 인공지능 개인 맞춤형 도서 추천 서비스를 제공해 눈길을 끌고 있다. 

14일 교육도서관에 따르면 지난 1일부터 1층 로비에 플라이북 스크린을 설치해 개인 맞춤형 도서추천 서비스를 제공하고 있다. 

플라이북 스크린은 빅데이터 기반 인공지능 도서추천 키오스크(공공장소에 설치된 터치스크린 방식의 정보전달 시스템).."
01400701.20200715010048002,"[충청투데이 윤지수 기자] 건양대 산학협력단과 의료인공지능학과는 ㈜VUNO와 함께 영상정보 기반 의료 인공지능 프로그램 개발 및 우수인력양성 활성화를 위한 산학 업무협약을 체결했다고 14일 밝혔다. 

올해 의료인공지능학과를 신설한 건양대는 2021년부터 신입생을 모집해 4차 산업혁명 시대에 요구되는 인공지능 분야의 세계적인 인재양성을 위한 교육과정을 .."
01400701.20200715010045006,"[충청투데이 이인희 기자] 조달청은 정부 공사의 일자리 정보를 제공하는 건설 일자리지킴이 시스템을 연말까지 구축한다고 14일 밝혔다. 

이번 사업은 과기정통부 정보통신기술(ICT) 기반 공공서비스 촉진사업 선정 과제로 사업비는 18억원이며 한국정보화진흥원이 전문기관으로 참여한다. 

일자리지킴이 시스템은 공사계약과 대금지급 등 조달청이 보유한 데이터를.."
01400701.20200715010044003,"[충청투데이 이인희 기자] 관세청은 14일 빅데이터추진단(이하 추진단)을 출범시키고 지능형 관세국경 안전관리를 강화해 나가겠다고 밝혔다. 

추진단은 특정 업무 영역별 태스크포스 방식으로 추진해오던 빅데이터 AI 등 4차 산업혁명 관련 기술업무를 청 차원에서 일원화해 전담하게 된다. 

우선 빅데이터와 AI 기술을 모든 업무 영역으로 확대 적용한다는 계.."
01400701.20200715010009001,"[충청투데이 서유빈 기자] 코로나19(이하 코로나) 장기화로 문화예술계가 꽁꽁 언 가운데 ‘과학의 도시’ 대전에서 4차 산업혁명 주요 기술을 활용한 미술 전시가 열리며 전시문화의 흐름이 바뀌고 있다. 

가장 먼저 이응노미술관은 구글과 손을 잡고 ‘포스트코로나’를 향한 걸음을 뗐다. 

14일 이응노미술관에 따르면 2020 특별전 ‘이응노와 구글 아트 .."
01400701.20200715010001002,"[충청투데이 정재호 기자] 선문대학교 스마트자동차공학부가 '자율주행 자동차 제작' 진로 체험을 위해 가온고등학교(경기도 안성시)에 자율주행자동차 플랫폼 '다람쥐' 30세트를 기증했다. 

스마트자동차공학부는 2017년부터 가온고등학교에 공학의 기초가 되는 수학, 물리에서부터 4차 산업혁명 시대 주요 기술인 3D 설계 및 디자인, 로봇, IoT, 스마트팜.."
01100201.20200715000859001,"신종 코로나바이러스감염증(코로나19)으로 전통적인 신앙생활의 불확실성이 커지고 있다. 끝을 알 수 없는 감염병 확산세가 모이는 공동체였던 교회의 정체성까지 위협한다. 
 
국민일보가 14일 서울 여의도 국민일보 대회의실에서 ‘포스트코로나, 한국교회는 무엇을 준비할 것인가’를 주제로 연 국민미션포럼에서는 코로나19를 교회의 체질을 바꾸는 변곡점으로 삼아야.."
