뉴스 식별자,본문
07100501.20200713142618001,"정부가 도심에 혁신공간을 조성해 산업생태계를 육성하고 2027년 전국 주요도로에서 완전자율주행자동차가 다닐 수 있는 인프라?제도를 마련한다. 도시-농촌의 균형 발전을 구현하고 대한민국 어디서나 2시간 이내 거리에서 다양한 해양레저관광을 즐길 수 있는 인프라를 확충한다. 미세먼지 인공지능 예보 및 IoT 활용 대기배출관리시스템도 구축한다.

국토교통부는 .."
01100201.20200713142518001,"도부마스크는 김충범 및 특별관계자의 지분율이 67.98%에서 68.51%로 변동했다고 13일 공시했다. 한편, 도부마스크의 14시 23분 현재주가는 6,340원으로 직전 거래일 대비 1,110원(-14.9%) 하락이며, 거래량은 8,430주이다. 
 
 
 
공시 전문으로 이동 
 
 
 
* 주식등의 대량보유상황보고서는 특수관계인을 포함한 개인이나 법.."
02100201.20200713142421001,"[머니투데이 우경희 기자] 넥센타이어 중앙연구소 무향실/사진=넥센타이어넥센타이어가 AI(인공지능) 빅데이터를 활용해 타이어 소음을 줄이는 예측 시스템 구축을 완료했다고 13일 밝혔다.

넥센타이어는 현대?기아차, 인하대학교와 함께 NVH(noise, vibration and harshness : 소음, 진동, 충격) 빅데이터 연구를 위한 산학 공동연구를.."
02100311.20200713140821001,"신한금융그룹 GIB사업부문이 에트리홀딩스와 유기적 기술사업화투자 협력체계 및 유망기업 발굴 육성을 위한 업무협약 (MOU)을 체결했다.에트리홀딩스는 정부출연연구기관인 한국전자통신연구원(ETRI)이 100% 출자한 공공기관 최초의 기술사업화 전문투자기관이다. 
 
신한금융은 13일 에트리홀딩스와 MOU를 맺고 △Deep-Tech 공공기술사업화 기업 발굴 .."
01100201.20200713140151001,"13일 오후 2시 코스피(2,185.79p, +35.54p, +1.65%)는 기관 매수가 늘면서 상승세를 보이고 있다. 투자자별 동향을 살펴보면 기관은 1,051억원 순매수했으며, 외국인도 1,047억원 순매수했다. 개인은 1,995억원 순매도하고 있다. 
 
 
 
업종별로는 전기가스업(+5.72%)과 증권(+4.30%) 등이 강세를 보이고 있는 반면.."
01100201.20200713140151002,"13일 오후 2시 코스닥(777.83p, +5.02p, +0.65%)은 개인 매수가 늘면서 상승세를 보이고 있다. 투자자별 동향을 살펴보면 기관은 603억원 순매도했으며, 외국인도 810억원 순매도했다. 개인은 1,581억원 순매수하고 있다. 
 
 
 
업종별로는 정보기기(+1.86%)와 통신서비스(+1.84%) 등이 강세를 보이고 있는 반면 운송장비.."
01100201.20200713135735001,"바이오코아는 인바이츠헬스케어(주) 및 특별관계자의 지분율이 26.91%에서 34.54%로 변동했다고 13일 공시했다. 한편, 바이오코아의 13시 55분 현재주가는 16,000원으로 직전 거래일 대비 50원(-0.31%) 하락이며, 거래량은 7,333주이다. 
 
 
 
공시 전문으로 이동 
 
 
 
* 주식등의 대량보유상황보고서는 특수관계인을 포함한 .."
01100201.20200713135013001,"켐트로스는 단기차입금을 50억원 늘리기로 결정했다고 13일 공시했다. 
 
차입목적은 - 제2회차 전환사채 및 제3회차 신주인수권부사채 조기상환이며, 차입형태는 금융기관 차입이다. 
 
차입금액 50억원은 자기자본의 11.23% 수준이며, 차입 이후 단기차입금 총액은 65억원이다. 
 
한편, 켐트로스의 13시 48분 현재주가는 3,225원으로 직전 거.."
01100201.20200713134355001,"위닉스는 보통주 1주당 200원을 현금으로 균등 배당한다고 13일 공시했다. 
 
이번 배당은 분기배당으로 보통주 외 다른 주식에 대해서는 배당을 하지 않으며, 총배당금은 33억원이다. 
 
배당기준일은 2020년 6월 30일이며, 주주총회를 통해서 확정할 예정이다. 
 
한편, 위닉스의 13시 42분 현재주가는 19,050원으로 직전 거래일 대비 50.."
01100201.20200713133522002,"라파스는 10일 특허권을 취득했다고 공시했다. 라파스의 13시 33분 현재주가는 24,950원으로 직전 거래일 대비 450원(+1.84%) 상승이며, 거래량은 155,291주이다. 
 
이번에 출원한 특허기술은 마이크로니들 제조장치로, 라파스는 이번 특허기술을 신제품개발에 활용할 계획이라고 발표했다. 
 
공시 전문으로 이동 
 
스톡봇 기자 
 
※ .."
02100801.20200713133241001,"인트로메딕이 검색 상위 종목에 새롭게 등장했다. 
 
인트로메딕은 13일 오후 1시 31분 현재 전일보다 2.97% 내린 2450원에 거래되고 있다. 이는 지난 6월 15일 대비 23.12% 상승한 수준이다. 인트로메딕은 의료용기기 제조 및 도매하는 기업으로 알려져 있다. 
 
오늘 외국인은 인트로메딕을 3만 3337주 순매수 하고 기관은 1000주 순.."
02100801.20200713133140003,"중소기업 창업투자사로 알려져 있는 최근 SV인베스트먼트에 대한 검색 빈도가 급증했다. 
 
13일 오후 1시 31분 현재 SV인베스트먼트의 주가는 전일보다 1.07% 오른 3795원이고 거래량은 196만 5510주로 5일 평균 거래량의 57.21% 수준이다. 오늘 외국인은 1만 8000주 순매수 하는 것으로 잠정 집계되고 있다. 
 
 
 
[표] 외국.."
02100801.20200713133140002,"녹십자는 13일 오후 1시 31분 현재 전일보다 16.27% 오른 19만 6500원에 거래되고 있다. 거래량은 124만 3340주로 전일 거래량 대비 177.06% 수준이다. 녹십자는 혈액제제와 백신제제 주력의 제약회사로 알려져 있다. 
 
7월 10일 하나금융투자의 선민정 연구원은 '2분기 실적은 1분기에 선반영, 3분기로 이연되면서 저조. 코로나19.."
02100801.20200713133140001,"현대제철이 최근 한달 중 2일 동안 검색 상위 종목에 랭킹되었다. 
 
현대제철은 13일 오후 1시 31분 현재 전일보다 1.96% 오른 2만 850원에 거래되고 있다. 이는 지난 6월 19일 대비 7.33% 하락한 수준이다. 현대제철은 봉형강 및 판재 등을 생산하는 일관제철소로 알려져 있다. 
 
오늘 외국인은 현대제철을 9만 695주 순매수 하고 기.."
02100801.20200713133139002,"알에프텍이 최근 한달 중 5일 동안 검색 상위 종목에 랭킹되었다. 
 
알에프텍은 13일 오후 1시 30분 현재 전일보다 0.88% 오른 1만 1400원에 거래되고 있다. 이는 지난 6월 25일 대비 47.86% 상승한 수준이다. 알에프텍은 모바일기기 부가장치 및 LED조명 제조업체로 알려져 있다. 
 
오늘 외국인은 알에프텍을 13만 7749주 순매수.."
02100801.20200713133139001,"써니전자가 검색 상위 종목에 새롭게 등장했다. 
 
써니전자는 13일 오후 1시 30분 현재 전일보다 0.37% 오른 4095원에 거래되고 있다. 이는 지난 6월 30일 대비 37.19% 상승한 수준이다. 써니전자는 수정진동자 및 광전송장치 전문 제조기업으로 알려져 있다. 
 
오늘 외국인은 4만 4000주 순매도 하는 것으로 잠정 집계되고 있다. 최근.."
02100801.20200713133138001,"금호에이치티가 검색 상위 종목에 새롭게 등장했다. 
 
금호에이치티는 13일 오후 1시 30분 현재 전일보다 1.49% 오른 5440원에 거래되고 있다. 이는 지난 6월 29일 대비 27.25% 상승한 수준이다. 금호에이치티는 자동차용 전구류 및 전기기기 제조업체로 알려져 있다. 
 
오늘 외국인은 7000주 순매수 하는 것으로 잠정 집계되고 있다. 최.."
02100801.20200713133138002,"삼성전자는 13일 오후 1시 30분 현재 전일보다 1.71% 오른 5만 3600원에 거래되고 있다. 거래량은 878만 9121주로 전일 거래량 대비 64.59% 수준이다. 삼성전자는 글로벌 IT기업으로 알려져 있다. 
 
7월 8일 현대차증권의 노근창,박찬호 연구원은 '동사의 QLED TV 출하량이 하반기에 더욱 크게 증가할 것으로 보이며, 디스플레이 .."
02100801.20200713133035001,"에스맥이 최근 한달 중 10일 동안 검색 상위 종목에 랭킹되었다. 
 
에스맥은 13일 오후 1시 30분 현재 전일보다 13.06% 오른 1515원에 거래되고 있다. 이는 지난 6월 15일 대비 21.69% 상승한 수준이다. 에스맥은 휴대폰용 터치스크린 모듈 생산업체로 알려져 있다. 
 
오늘 외국인은 51만 8000주 순매도 하는 것으로 잠정 집계되고.."
01100201.20200713130233002,"13일 오후 1시 코스닥(777.26p, +4.45p, +0.58%)은 개인 매수가 늘면서 상승세를 보이고 있다. 투자자별 동향을 살펴보면 기관은 541억원 순매도했으며, 외국인도 918억원 순매도했다. 개인은 1,583억원 순매수하고 있다. 
 
 
 
업종별로는 출판 매체복제(+1.80%)와 금속(+1.72%) 등이 강세를 보이고 있는 반면 운송장비.."
01100201.20200713130233001,"13일 오후 1시 코스피(2,181.37p, +31.12p, +1.45%)는 외국인 매수가 늘면서 상승세를 보이고 있다. 투자자별 동향을 살펴보면 기관은 620억원 순매수했으며, 외국인도 960억원 순매수했다. 개인은 1,481억원 순매도하고 있다. 
 
 
 
업종별로는 전기가스업(+5.50%)과 증권(+4.58%) 등이 강세를 보이고 있는 반면 섬유.."
01100201.20200713125921001,"우진아이엔에스는 (주)포스코건설과 65억원 규모의 계약을 체결했다고 13일에 공시했다. 
 
이번 계약은 공사수주이고 계약기간은 2020년 07월 13일부터 2021년 06월 30일까지이다. 
 
계약규모는 65억원으로 최근 매출액인 1073억원 대비 6.09% 수준이다. 
 
한편, 우진아이엔에스의 12시 57분 현재주가는 6,740원으로 직전 거래일.."
01100201.20200713125920001,"디에스케이는 Wuhan BOE Optoelectronics Technology Co.,Ltd과 39억원 규모의 계약을 체결했다고 13일에 공시했다. 
 
이번 계약은 디스플레이 제조장비이고 계약기간은 2020년 07월 13일부터 2020년 09월 10일까지이다. 
 
계약규모는 39억원으로 최근 매출액인 764억원 대비 5.15% 수준이다. 
 
한편,.."
01100301.20200713125723002,"국회도서관은 10일 국회의원회관 제1소회의실에서 '인공지능 시대 저작권과 번역'을 주제로 한국법제연구원과 공동으로 세미나를 개최했다. 세미나는 번역법률을 포함한 인공지능 창작물 관련 저작권법 쟁점에 관한 논의를 통해 미래 법률번역의 방향을 제시하고자 마련됐다. 
 
1세션과 2세션으로 나눠 진행됐으며 남형두 연세대 법학전문대학원장이 좌장을 맡은 제1세션.."
01100301.20200713125722001,"국립재활원이 중증장애인을 위한 돌봄로봇체험장을 13일부터 연다. 
 
보건복지부 국립재활원은 ""노인과 장애인의 일상 생활 보조 및 돌봄 부담 감소를 위한 '돌봄로봇 중개연구 및 서비스모델 개발사업'의 하나로 국립재활원 누리관 2층에 스마트돌봄스페이스를 개소한다""고 12일 밝혔다. 국립재활원에 따르면, 스마트돌봄스페이스에서는 돌봄로봇 기술을 기반으로 돌봄.."
01100301.20200713125721001,"환경부는 13일부터 31일까지 대전 유성구 한국수자원공사 인재개발원에서 '국제 물관리 과정'을 연다고 밝혔다. △물 공급과정의 안전성을 위한 누수 관리(13~17일) △먹는 물 공급 역량증진을 위한 상수도 운영(27~31일) 등으로 구성, 이론수업과 실습 현장견학이 이뤄진다. 
 
이번 교육은 환경부, 한국수자원공사, 유네스코 물 안보 국제연구교육센터가.."
01100301.20200713125719002,"TV홈쇼핑 '날씨 마케팅'에 인공지능(AI)을 동원한다. 
 
롯데홈쇼핑은 한국IBM과 인공지능 기반 기상 예측시스템 도입에 관한 업무협약을 맺었다고 12일 밝혔다. 
 
이번 협약으로 두 회사는 △6개월 이상 일 단위 기상 예측정보 제공 △기상 상황별 상품 수요예측 모델 구현 등에 관해 협력하기로 했다. 
 
롯데홈쇼핑의 경우 한국IBM 인공지능을 기.."
01100201.20200713124744001,"이수페타시스는 공시불이행으로 불성실 공시법인으로 지정예고 됐다고 13일 공시했다. 
 
사유는 타인에 대한 채무보증결정(2020.05.21)사실 등의 지연공시(2020.07.10)이다. 
 
한편, 이수페타시스의 12시 45분 현재주가는 4,160원으로 직전 거래일 대비 30원(-0.72%) 하락이며, 거래량은 4,217,823주이다. 
 
공시 전문으.."
02100801.20200713123244001,"SK바이오팜이 최근 한달 중 6일 동안 검색 상위 종목에 랭킹되었다. 
 
SK바이오팜은 13일 오후 12시 31분 현재 전일보다 2.19% 내린 20만 1000원에 거래되고 있다. 이는 지난 7월 2일 대비 58.27% 상승한 수준이다. 
 
최근 5일 동안 개인 투자자들은 223만 3298주 순매수 했고, 외국인과 기관은 각각 298만 5587주 순.."
02100801.20200713123141001,"휴젤이 검색 상위 종목에 새롭게 등장했다. 
 
휴젤은 13일 오후 12시 31분 현재 전일보다 1.71% 내린 17만 8200원에 거래되고 있다. 이는 지난 6월 24일 대비 68.04% 하락한 수준이다. 휴젤은 바이오 의약품 전문기업으로 알려져 있다. 
 
오늘 외국인은 7066주 순매수 하는 것으로 잠정 집계되고 있다. 최근 5일 동안 개인 투자자.."
02100801.20200713123140004,"빅텍은 13일 오후 12시 31분 현재 전일보다 1.31% 내린 6780원에 거래되고 있다. 이는 지난 6월 18일 대비 41.8% 하락한 수준이다. 빅텍은 방산용 전자전시스템 및 전원공급기 생산업체로 알려져 있다. 
 
오늘 외국인은 7만 2000주 순매수 하는 것으로 잠정 집계되고 있다. 최근 5일 동안 개인은 14만 2611주 순매수 했고 외국인은.."
02100801.20200713123140003,"신풍제약이 최근 한달 중 15일 동안 검색 상위 종목에 랭킹되었다. 
 
신풍제약은 13일 오후 12시 30분 현재 전일보다 20.66% 오른 5만 8700원에 거래되고 있다. 이는 지난 6월 29일 대비 104.53% 상승한 수준이다. 신풍제약은 전문치료 의약품 판매 중심의 제약회사로 알려져 있다. 
 
오늘 외국인은 신풍제약을 11만 3000주 순매.."
02100801.20200713123140002,"디지틀조선이 검색 상위 종목에 새롭게 등장했다. 
 
디지틀조선은 13일 오후 12시 30분 현재 전일보다 3.99% 오른 2870원에 거래되고 있다. 이는 지난 6월 15일 대비 60.78% 상승한 수준이다. 디지틀조선은 조선일보 계열의 뉴미디어 전문회사로 알려져 있다. 
 
오늘 외국인은 7459주 순매도 하는 것으로 잠정 집계되고 있다. 최근 5일.."
02100801.20200713123140005,"인콘이 최근 한달 중 2일 동안 검색 상위 종목에 랭킹되었다. 
 
인콘은 13일 오후 12시 31분 현재 전일보다 2.22% 오른 1015원에 거래되고 있다. 이는 지난 7월 2일 대비 23.78% 상승한 수준이다. 인콘은 영상보안장비 전문 제조업체로 알려져 있다. 
 
오늘 외국인은 6만 9243주 순매도 하는 것으로 잠정 집계되고 있다. 최근 5일.."
02100801.20200713123140001,"LG화학은 13일 오후 12시 30분 현재 전일보다 1.7% 오른 53만 8000원에 거래되고 있다. 거래량은 21만 7062주로 전일 거래량 대비 46.41% 수준이다. LG화학은 석유화학제품 및 전자소재 전문기업으로 알려져 있다. 
 
7월 13일 메리츠증권의 노우호 연구원은 '2H20 2차전지의 긍정적 투자 여건이 가속화되겠음. 특히 동사의 추가 .."
02100801.20200713123037001,"공업용 다이아몬드 제조업체로 알려져 있는 최근 일진다이아에 대한 검색 빈도가 급증했다. 
 
13일 오후 12시 30분 현재 일진다이아의 주가는 전일보다 12.14% 오른 5만 9100원이고 거래량은 192만 7579주로 5일 평균 거래량의 128.66% 수준이다. 
 
지난 7월 9일 일진다이아는 '수소차 관련주 상승에 52주 신고가'라고 시장에서 이.."
02100801.20200713123037002,"SK하이닉스는 13일 오후 12시 30분 현재 전일과 같은 8만 2800원에 거래되고 있다. 이는 지난 6월 17일 대비 4.61% 하락한 수준이다. SK하이닉스는 글로벌 메모리 반도체 전문 제조기업으로 알려져 있다. 
 
오늘 외국인은 SK하이닉스를 20만 2520주 순매도 하고 기관은 1만 6000주 순매수 하는 것으로 잠정 집계되고 있다. 최근 5.."
02100801.20200713123037003,"에이치엘비가 최근 한달 중 15일 동안 검색 상위 종목에 랭킹되었다. 
 
에이치엘비는 13일 오후 12시 30분 현재 전일보다 3.1% 내린 8만 4300원에 거래되고 있다. 이는 지난 6월 17일 대비 21.8% 하락한 수준이다. 에이치엘비는 구명정 제조 및 유리섬유파이프 제조 및 시공업체로 알려져 있다. 
 
오늘 외국인은 1만 2000주 순매도 .."
01100801.20200713121507001,"과학기술정보통신부와 한국산업기술진흥협회는 13일 심재훈 현대자동차 책임연구원과 김경훈 에이텍에이피 책임연구원이 올해 7월 대한민국 엔지니어상 수상자로 선정했다고 밝혔다. 
 
‘대한민국 엔지니어상’은 산업현장의 기술혁신을 장려하고 기술자를 우대하는 풍토를 조성하기 위해 매월 대기업과 중소기업 엔지니어를 각 1명씩 선정해 과학기술정보통신부 장관상과 상금 .."
02100801.20200713120059001,"[아시아경제 황준호 기자] 열에 강한 복합재 브레이크를 개발한 심재훈 현대자동차 책임연구원과 금융자동화기기(ATM)의 핵심기술인 지폐 환류 모듈의 국산화와 세계 최초로 현금과 수표를 동시에 처리하는 기술을 개발한 김경훈 에이텍에이피 책임연구원이 과학기술정보통신부가 선정하는 대한민국 엔지니어상 7월 수상자로 13일 선정됐다. 
 
이 상은 산업 현장의 기.."
02100701.20200713113914001,"국립한국농수산대학(총장 허태웅)은 청년들의 성공적인 농수산업 정착을 지원하기 위해 ‘슬기로운 스마트 농부생활’(사진)을 발간했다고 13일 밝혔다. 
 
 최근 농수산업은 농산물의 생산, 가공, 유통 단계에서 농산물의 생산성과 효율성을 높이는 이른바 ‘지능형농어장(스마트팜)’을 도입하려는 움직임이 활발하게 진행되고 있다. 지능형농어장은 정보통신기술(ICT.."
02100801.20200713113354002,"이시간 포털 및 증권 커뮤니티에서 두산퓨얼셀1우에 대한 게시물이 급증하고 있는 가운데, 
 
13일 오전 11시 30분 현재 두산퓨얼셀1우의 주가는 전일보다 6.81% 오른 1만 4900원이고 거래량은 141만 8928주로 5일 평균 거래량의 184.82% 수준이다. 
 
두산퓨얼셀1우 이외에도 뉴파워프라즈마(144960), 레고켐바이오(141080),.."
02100801.20200713113354003,"이시간 포털 및 증권 커뮤니티에서 대웅에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 2만 4541주 순매수 하는 것으로 잠정 집계되고 있다. 대웅은 헬스케어 및 바이오산업 관련 투자 전문 지주회사로 알려져 있다. 
 
13일 오전 11시 30분 현재 대웅의 주가는 전일보다 1.74% 오른 2만 3400원이고 거래량은 35만 3121주로 5일 평.."
02100801.20200713113353001,"이시간 포털 및 증권 커뮤니티에서 한국전력에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 한국전력을 63만 7183주 순매수 하고 기관은 12만 4000주 순매수 하는 것으로 잠정 집계되었다. 한국전력은 한국전력공사법에 의거하여 설립된 특수법인으로 알려져 있다. 
 
13일 오전 11시 30분 현재 한국전력의 주가는 전일보다 6.42% 오른 1만.."
02100801.20200713113254001,"이시간 포털 및 증권 커뮤니티에서 쌍용차에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 2만 5500주 순매도 하는 것으로 잠정 집계되고 있다. 쌍용차는 RV 중심의 완성차 생산업체로 알려져 있다. 
 
13일 오전 11시 30분 현재 쌍용차의 주가는 전일보다 4.61% 내린 3725원이고 거래량은 192만 4961주로 5일 평균 거래량의 8.9.."
02100801.20200713113254002,"이시간 포털 및 증권 커뮤니티에서 레고켐바이오에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 1만 4810주 순매수 하는 것으로 잠정 집계되고 있다. 레고켐바이오는 의약화학을 기반으로 하는 합성신약 연구, 개발업체로 알려져 있다. 
 
13일 오전 11시 30분 현재 레고켐바이오의 주가는 전일보다 3.97% 내린 4만 4700원이고 거래량은 53.."
02100801.20200713113253001,"이시간 포털 및 증권 커뮤니티에서 한화우에 대한 게시물이 급증하고 있는 가운데, 
 
13일 오전 11시 30분 현재 한화우의 주가는 전일보다 0.91% 오른 5만 5600원이고 거래량은 12만 8291주로 5일 평균 거래량의 11.28% 수준이다. 
 
한화우 이외에도 진양화학(051630), 동국S&C(100130), 대웅(003090) 등에 대해서.."
02100801.20200713113253002,"이시간 포털 및 증권 커뮤니티에서 한화솔루션우에 대한 게시물이 급증하고 있는 가운데, 
 
13일 오전 11시 30분 현재 한화솔루션우의 주가는 전일보다 2.73% 오른 2만 8200원이고 거래량은 53만 6487주로 5일 평균 거래량의 38.73% 수준이다. 지난 7월 9일 한화솔루션우는 '외국인 순매수 행렬에 상한가'라고 시장에서 이슈가 되었었다. .."
02100801.20200713113253003,"이시간 포털 및 증권 커뮤니티에서 범양건영에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 11만 794주 순매도 하는 것으로 잠정 집계되고 있다. 범양건영은 중견 건설업체로 알려져 있다. 
 
13일 오전 11시 30분 현재 범양건영의 주가는 전일보다 0.42% 오른 4785원이고 거래량은 108만 1914주로 5일 평균 거래량의 18.72% 수.."
02100801.20200713113253004,"이시간 포털 및 증권 커뮤니티에서 백광산업에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 백광산업을 2만 6000주 순매도 하고 기관은 6만 1000주 순매수 하는 것으로 잠정 집계되었다. 백광산업은 가성소다 및 합성염산의 제조 판매업체로 알려져 있다. 
 
13일 오전 11시 30분 현재 백광산업의 주가는 전일보다 13.53% 오른 3775원이.."
02100701.20200713113253001,"신종 코로나바이러스 감염증(코로나19)으로 인해 올 초부터 우리나라 관광업계는 유례없는 비상시국이다. 두손 두발이 다 묶였다. 경기관광공사는 최근 착한여행 캠페인을 통해 도내 관광지 입장권 16만장을 팔아 지역업계가 조금이나마 숨통이 트일 수 있도록 돕는 게 고작이었다. 할 수 있는 일이라고는 지켜보는 것이 전부였다. 
 
 지난 3월부터 3개월에 걸쳐.."
02100801.20200713113252001,"이시간 포털 및 증권 커뮤니티에서 삼성중공우에 대한 게시물이 급증하고 있는 가운데, 
 
13일 오전 11시 30분 현재 삼성중공우의 주가는 전일보다 8.06% 내린 50만 2000원이고 거래량은 4만 919주로 5일 평균 거래량의 13.46% 수준이다. 지난 7월 10일 삼성중공우는 '‘또’ 불안한 급등세'라고 시장에서 이슈가 되었었다. 
 
삼성중공.."
02100801.20200713113252002,"이시간 포털 및 증권 커뮤니티에서 SK에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 SK을 7554주 순매도 하고 기관은 3000주 순매수 하는 것으로 잠정 집계되었다. SK은 SK그룹의 지주회사로 알려져 있다. 
 
13일 오전 11시 30분 현재 SK의 주가는 전일보다 1.46% 오른 24만 4000원이고 거래량은 30만 2907주로 5일 .."
02100801.20200713113153001,"이시간 포털 및 증권 커뮤니티에서 두산인프라코어에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 두산인프라코어를 26만 3811주 순매수 하고 기관은 3만 1000주 순매도 하는 것으로 잠정 집계되었다. 두산인프라코어는 두산그룹의 건설기계 전문업체로 알려져 있다. 
 
13일 오전 11시 30분 현재 두산인프라코어의 주가는 전일보다 3.09% 오른.."
02100801.20200713113152001,"이시간 포털 및 증권 커뮤니티에서 동국S&C에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 동국S&C을 5만 7000주 순매도 하고 기관은 1만 4000주 순매도 하는 것으로 잠정 집계되었다. 동국S&C은 윈드타워와 해상구조물의 풍력 전문기업으로 알려져 있다. 
 
13일 오전 11시 30분 현재 동국S&C의 주가는 전일보다 10.44% 오른 7.."
02100801.20200713113151001,"이시간 포털 및 증권 커뮤니티에서 SG세계물산에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 1만 5000주 순매도 하는 것으로 잠정 집계되고 있다. SG세계물산은 의류 제조 및 OEM수출업체로 알려져 있다. 
 
13일 오전 11시 30분 현재 SG세계물산의 주가는 전일보다 3.17% 내린 732원이고 거래량은 638만 2087주로 5일 평균 .."
02100801.20200713113151004,"이시간 포털 및 증권 커뮤니티에서 엔지켐생명과학에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 엔지켐생명과학을 1만 3000주 순매도 하고 기관은 3000주 순매도 하는 것으로 잠정 집계되었다. 엔지켐생명과학은 글로벌 신약개발 및 원료의약품 업체로 알려져 있다. 
 
13일 오전 11시 30분 현재 엔지켐생명과학의 주가는 전일보다 6.4% 내린 .."
02100801.20200713113151003,"이시간 포털 및 증권 커뮤니티에서 한성기업에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 1752주 순매도 하는 것으로 잠정 집계되고 있다. 한성기업은 원양어업 및 수산식품 제조업체로 알려져 있다. 
 
13일 오전 11시 30분 현재 한성기업의 주가는 전일보다 15.35% 오른 1만 4650원이고 거래량은 88만 4687주로 5일 평균 거래량의.."
02100801.20200713113151002,"이시간 포털 및 증권 커뮤니티에서 유비케어에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 4만 2000주 순매도 하는 것으로 잠정 집계되고 있다. 유비케어는 EMR 등 종합 IT의료 및 헬스케어 솔루션 제공업체로 알려져 있다. 
 
13일 오전 11시 30분 현재 유비케어의 주가는 전일보다 3.78% 오른 1만 2350원이고 거래량은 782만 3.."
02100801.20200713113049001,"이시간 포털 및 증권 커뮤니티에서 뉴파워프라즈마에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 뉴파워프라즈마를 31만 3824주 순매도 하고 기관은 5만 9000주 순매도 하는 것으로 잠정 집계되었다. 뉴파워프라즈마는 플라즈마 전원장치용 부품 전문기업으로 알려져 있다. 
 
13일 오전 11시 30분 현재 뉴파워프라즈마의 주가는 전일보다 7.69.."
02100801.20200713113048001,"이시간 포털 및 증권 커뮤니티에서 녹십자홀딩스2우에 대한 게시물이 급증하고 있는 가운데, 
 
13일 오전 11시 30분 현재 녹십자홀딩스2우의 주가는 전일보다 29.84% 오른 3만 1550원이고 거래량은 5만 4606주로 5일 평균 거래량의 299.03% 수준이다. 
 
녹십자홀딩스2우 이외에도 오리엔트정공(065500), 한성기업(003680), .."
02100801.20200713113048003,"이시간 포털 및 증권 커뮤니티에서 태영건설우에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 2955주 순매수 하는 것으로 잠정 집계되고 있다. 
 
13일 오전 11시 30분 현재 태영건설우의 주가는 전일보다 2.96% 오른 1만 3900원이고 거래량은 47만 9478주로 5일 평균 거래량의 29.58% 수준이다. 
 
태영건설우 이외에도 녹십자.."
02100801.20200713113048002,"이시간 포털 및 증권 커뮤니티에서 SK증권에 대한 게시물이 급증하고 있는 가운데, 오늘 외국인은 42만 4170주 순매수 하는 것으로 잠정 집계되고 있다. SK증권은 SK그룹 계열의 증권회사로 알려져 있다. 
 
13일 오전 11시 30분 현재 SK증권의 주가는 전일보다 1.37% 오른 891원이고 거래량은 619만 1759주로 5일 평균 거래량의 11.."
01101001.20200713111857001,"2020년은 왠지 올 것 같지 않던 미래였다. 수십년 전 사람들은 2020년을 다양한 코드로 그렸다. 유토피아이거나 디스토피아이거나 말이다. 지금 2020년은 그 사이 어디쯤 있는 걸까? 코로나19 여파로 더 가늠하기 어려워진 시대다. 

웹소설도 시대적 상황이 반영되어 경계가 넓어지고 있다. 지친 현실을 탈출해서 생경한 먼 세계로 가거나 과거 어느 시.."
07101201.20200713111020001,"특허청은 특허 빅데이터를 실시간 분석 활용할 수 있는 플랫폼 구축을 위해 벤처형 조직인 '특허빅데이터담당관'을 신설, 운영한다고 13일 밝혔다.



특허빅데이터담당관은 행안부가 주관한 '2020년 벤처형 조직혁신 아이디어 경진대회'에서 최종 선정돼 새로 만들어진 벤처형 조직이다. 



이로써 특허청은 지난해 신설된 특허사업화담당관, 아이디어거래담당관.."
02100101.20200713105316001,"피 한 방울로 약 30분 만에 폐암을 진단할 수 있는 새로운 기법을 국내 연구진이 개발했다. 해당 연구결과는 화학 및 나노기술 분야 국제저명학술지 'ACS Nano(IF:14.5)'5월호에 게재됐다.
 고려대 바이오의공학부 최연호 교수, 구로병원 흉부외과 김현구 교수 공동 연구팀은 나노기술과 인공지능을 활용해 혈액 속 암 진단 바이오마커인 엑소좀(Exo.."
02100801.20200713103231001,"셀트리온헬스케어가 최근 한달 중 16일 동안 검색 상위 종목에 랭킹되었다. 
 
셀트리온헬스케어는 13일 오전 10시 31분 현재 전일보다 0.85% 내린 10만 5500원에 거래되고 있다. 이는 지난 6월 25일 대비 8.02% 하락한 수준이다. 셀트리온헬스케어는 셀트리온의 바이오시밀러 독점 유통 회사로 알려져 있다. 
 
오늘 외국인은 2만 3612.."
